"user_id","age","year","week","all_activity_count","attestation_event_count","results_event_count","total_score","success_attempts","total_attempts","success_rate","avg_success_score","avg_score"
66502,17,2024.0,4.0,7,1,4,400,4,24,0.17,100,16
66502,17,2024.0,5.0,43,0,2,200,2,47,0.04,100,4
66668,19,2023.0,48.0,8,0,0,0,0,10,0.00,0,0
66668,19,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
66668,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
66668,19,2023.0,51.0,28,0,2,200,2,31,0.06,100,6
66668,19,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
66668,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
66668,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
66668,19,2024.0,3.0,56,1,4,400,4,72,0.06,100,5
66668,19,2024.0,4.0,3,0,3,300,3,10,0.30,100,30
66668,19,2024.0,5.0,218,0,1,100,1,233,0.00,100,0
66681,19,2023.0,48.0,3,0,0,0,0,29,0.00,0,0
66681,19,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
66681,19,2024.0,3.0,174,0,22,929,19,218,0.09,48,4
66681,19,2024.0,4.0,1,1,1,100,1,4,0.25,100,25
66688,18,2023.0,50.0,23,0,1,100,1,25,0.04,100,4
66688,18,2023.0,51.0,0,0,2,167,2,2,1.00,83,83
66688,18,2023.0,52.0,0,0,1,67,1,1,1.00,67,67
66688,18,2024.0,3.0,0,0,1,100,1,1,1.00,100,100
66688,18,2024.0,4.0,225,1,19,1021,17,255,0.07,60,4
66688,18,2024.0,5.0,1,0,1,100,1,9,0.11,100,11
66747,19,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
66747,19,2023.0,50.0,0,0,2,167,2,2,1.00,83,83
66747,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
66747,19,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
66747,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
66747,19,2024.0,2.0,51,0,1,100,1,54,0.02,100,1
66747,19,2024.0,3.0,0,0,1,100,1,1,1.00,100,100
66747,19,2024.0,4.0,0,0,3,300,3,3,1.00,100,100
66747,19,2024.0,5.0,150,1,6,322,6,164,0.04,53,1
66757,19,2023.0,48.0,0,0,0,0,0,6,0.00,0,0
66757,19,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
66757,19,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
66757,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
66757,19,2024.0,3.0,75,1,6,567,6,91,0.07,94,6
66757,19,2024.0,4.0,0,0,3,267,3,3,1.00,89,89
66757,19,2024.0,5.0,46,0,3,133,3,53,0.06,44,2
66775,19,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
66775,19,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
66775,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
66775,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
66775,19,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
66775,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
66775,19,2024.0,2.0,28,0,1,100,1,31,0.03,100,3
66775,19,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
66775,19,2024.0,4.0,113,1,12,1124,12,172,0.07,93,6
66775,19,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
66783,21,2023.0,48.0,1,0,0,0,0,3,0.00,0,0
66783,21,2023.0,49.0,0,0,2,200,2,3,0.67,100,66
66783,21,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
66783,21,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
66783,21,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
66783,21,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
66783,21,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
66783,21,2024.0,3.0,172,0,9,900,9,210,0.04,100,4
66783,21,2024.0,4.0,3,1,3,300,3,12,0.25,100,25
66783,21,2024.0,5.0,0,0,3,300,3,3,1.00,100,100
66789,18,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
66789,18,2023.0,49.0,0,0,2,200,2,3,0.67,100,66
66789,18,2023.0,50.0,0,0,2,167,2,2,1.00,83,83
66789,18,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
66789,18,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
66789,18,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
66789,18,2024.0,2.0,118,0,5,167,4,134,0.03,41,1
66789,18,2024.0,3.0,50,1,7,680,7,67,0.10,97,10
66789,18,2024.0,4.0,312,0,3,300,3,332,0.01,100,0
66789,18,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
66818,18,2023.0,49.0,0,0,2,167,2,2,1.00,83,83
66818,18,2023.0,50.0,0,0,3,267,3,3,1.00,89,89
66818,18,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
66818,18,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
66818,18,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
66818,18,2024.0,3.0,0,0,4,400,4,4,1.00,100,100
66818,18,2024.0,4.0,0,0,2,200,2,2,1.00,100,100
66818,18,2024.0,5.0,58,1,3,300,3,62,0.05,100,4
66898,17,2023.0,48.0,7,0,0,0,0,8,0.00,0,0
66898,17,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
66898,17,2023.0,51.0,0,0,1,67,1,1,1.00,67,67
66898,17,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
66898,17,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
66898,17,2024.0,3.0,58,1,3,300,3,108,0.03,100,2
66898,17,2024.0,4.0,181,0,12,689,12,239,0.05,57,2
66898,17,2024.0,5.0,42,0,2,167,2,48,0.04,83,3
66904,19,2023.0,48.0,4,0,1,100,1,12,0.08,100,8
66904,19,2023.0,49.0,0,0,2,167,2,2,1.00,83,83
66904,19,2023.0,50.0,0,0,2,134,2,2,1.00,67,67
66904,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
66904,19,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
66904,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
66904,19,2024.0,3.0,72,0,5,400,5,87,0.06,80,4
66904,19,2024.0,4.0,1,1,4,380,4,7,0.57,95,54
66904,19,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
66927,18,2023.0,48.0,1,0,0,0,0,6,0.00,0,0
66927,18,2023.0,49.0,0,0,1,100,1,3,0.33,100,33
66927,18,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
66927,18,2024.0,2.0,0,0,0,0,0,2,0.00,0,0
66927,18,2024.0,3.0,111,1,2,180,2,118,0.02,90,1
66927,18,2024.0,4.0,0,0,1,100,1,3,0.33,100,33
66927,18,2024.0,5.0,27,0,3,300,3,46,0.07,100,6
66948,17,2023.0,48.0,2,0,0,0,0,5,0.00,0,0
66948,17,2023.0,49.0,1,0,3,300,3,8,0.38,100,37
66948,17,2023.0,50.0,2,0,1,100,1,5,0.20,100,20
66948,17,2023.0,51.0,0,0,3,300,3,4,0.75,100,75
66948,17,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
66948,17,2024.0,2.0,36,0,5,64,1,41,0.02,64,1
66948,17,2024.0,3.0,0,0,3,267,3,3,1.00,89,89
66948,17,2024.0,4.0,12,0,3,300,3,26,0.12,100,11
66948,17,2024.0,5.0,43,1,2,180,2,48,0.04,90,3
66960,20,2023.0,48.0,0,0,0,0,0,2,0.00,0,0
66960,20,2023.0,49.0,0,0,3,300,3,4,0.75,100,75
66960,20,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
66960,20,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
66960,20,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
66960,20,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
66960,20,2024.0,2.0,91,0,1,100,1,116,0.01,100,0
66960,20,2024.0,3.0,65,0,2,200,2,76,0.03,100,2
66960,20,2024.0,4.0,3,1,4,390,4,9,0.44,97,43
66960,20,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
66980,18,2023.0,48.0,19,0,0,0,0,24,0.00,0,0
66980,18,2023.0,49.0,40,0,0,0,0,46,0.00,0,0
66980,18,2023.0,50.0,124,0,0,0,0,124,0.00,0,0
66980,18,2023.0,51.0,4,0,0,0,0,5,0.00,0,0
66980,18,2023.0,52.0,57,0,5,266,4,62,0.06,66,4
66980,18,2024.0,2.0,45,0,0,0,0,55,0.00,0,0
66980,18,2024.0,3.0,30,0,3,234,3,33,0.09,78,7
66980,18,2024.0,4.0,13,1,4,357,4,18,0.22,89,19
66980,18,2024.0,5.0,2,0,0,0,0,3,0.00,0,0
67097,18,2023.0,48.0,1,0,1,100,1,3,0.33,100,33
67097,18,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
67097,18,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
67097,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
67097,18,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
67097,18,2024.0,3.0,111,0,3,300,3,125,0.02,100,2
67097,18,2024.0,4.0,2,1,4,400,4,8,0.50,100,50
67097,18,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
67111,17,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
67111,17,2023.0,49.0,0,0,2,167,2,2,1.00,83,83
67111,17,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
67111,17,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
67111,17,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
67111,17,2024.0,3.0,60,0,4,367,4,68,0.06,91,5
67111,17,2024.0,4.0,82,1,8,667,8,97,0.08,83,6
67111,17,2024.0,5.0,3,0,2,167,2,9,0.22,83,18
67685,19,2023.0,48.0,0,0,0,0,0,16,0.00,0,0
67685,19,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
67685,19,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
67685,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
67685,19,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
67685,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
67685,19,2024.0,3.0,17,0,3,233,3,23,0.13,77,10
67685,19,2024.0,4.0,165,1,4,370,4,175,0.02,92,2
67685,19,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
67700,18,2023.0,48.0,0,0,1,67,1,1,1.00,67,67
67700,18,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
67700,18,2023.0,50.0,0,0,1,67,1,1,1.00,67,67
67700,18,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
67700,18,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
67700,18,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
67700,18,2024.0,3.0,157,0,26,853,12,174,0.07,71,4
67700,18,2024.0,4.0,3,1,4,400,4,10,0.40,100,40
67700,18,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
67715,19,2023.0,48.0,7,0,1,100,1,28,0.04,100,3
67715,19,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
67715,19,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
67715,19,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
67715,19,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
67715,19,2024.0,3.0,88,0,4,367,4,103,0.04,91,3
67715,19,2024.0,4.0,1,1,5,480,5,9,0.56,96,53
67715,19,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
67716,19,2023.0,48.0,0,0,0,0,0,19,0.00,0,0
67716,19,2023.0,49.0,2,0,3,300,3,10,0.30,100,30
67716,19,2023.0,50.0,0,0,2,200,2,5,0.40,100,40
67716,19,2023.0,51.0,0,0,2,200,2,4,0.50,100,50
67716,19,2023.0,52.0,0,0,1,100,1,5,0.20,100,20
67716,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
67716,19,2024.0,3.0,151,0,3,300,3,183,0.02,100,1
67716,19,2024.0,4.0,1,1,5,500,5,8,0.63,100,62
67716,19,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
67728,17,2023.0,48.0,0,0,0,0,0,4,0.00,0,0
67728,17,2023.0,49.0,27,0,3,300,3,32,0.09,100,9
67728,17,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
67728,17,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
67728,17,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
67728,17,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
67728,17,2024.0,3.0,30,0,2,134,2,49,0.04,67,2
67728,17,2024.0,4.0,3,0,2,167,2,7,0.29,83,23
67728,17,2024.0,5.0,0,0,2,167,2,2,1.00,83,83
67792,19,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
67792,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
67792,19,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
67792,19,2024.0,3.0,142,0,10,333,8,158,0.05,41,2
67792,19,2024.0,4.0,5,1,3,250,3,17,0.18,83,14
67792,19,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
67836,18,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
67836,18,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
67836,18,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
67836,18,2023.0,52.0,0,0,2,167,2,2,1.00,83,83
67836,18,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
67836,18,2024.0,3.0,0,0,4,367,4,15,0.27,91,24
67836,18,2024.0,4.0,157,1,12,1103,12,178,0.07,91,6
67836,18,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
67847,19,2023.0,48.0,0,0,1,100,1,20,0.05,100,5
67847,19,2023.0,49.0,0,0,1,100,1,2,0.50,100,50
67847,19,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
67847,19,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
67847,19,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
67847,19,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
67847,19,2024.0,3.0,60,0,3,300,3,71,0.04,100,4
67847,19,2024.0,4.0,2,1,4,400,4,8,0.50,100,50
67847,19,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
67857,17,2023.0,49.0,0,0,0,0,0,6,0.00,0,0
67857,17,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
67857,17,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
67857,17,2024.0,5.0,190,1,25,1089,20,236,0.08,54,4
67916,17,2023.0,50.0,0,0,1,67,1,1,1.00,67,67
67916,17,2023.0,51.0,0,0,1,67,1,1,1.00,67,67
67916,17,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
67916,17,2024.0,3.0,0,0,1,67,1,1,1.00,67,67
67916,17,2024.0,4.0,74,0,19,431,10,97,0.10,43,4
67916,17,2024.0,5.0,98,1,21,555,9,129,0.07,61,4
67918,19,2023.0,48.0,0,0,0,0,0,7,0.00,0,0
67918,19,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
67918,19,2023.0,50.0,0,0,3,234,3,3,1.00,78,78
67918,19,2023.0,51.0,0,0,1,67,1,1,1.00,67,67
67918,19,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
67918,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
67918,19,2024.0,3.0,157,0,7,634,7,169,0.04,90,3
67918,19,2024.0,4.0,2,1,5,480,5,8,0.63,96,60
67918,19,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
67951,19,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
67951,19,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
67951,19,2023.0,50.0,0,0,2,167,2,2,1.00,83,83
67951,19,2023.0,51.0,0,0,2,167,2,2,1.00,83,83
67951,19,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
67951,19,2024.0,1.0,9,0,1,100,1,12,0.08,100,8
67951,19,2024.0,2.0,47,0,2,0,1,54,0.02,0,0
67951,19,2024.0,3.0,98,1,8,747,8,115,0.07,93,6
67951,19,2024.0,4.0,2,0,2,167,2,5,0.40,83,33
67951,19,2024.0,5.0,0,0,2,167,2,2,1.00,83,83
67972,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
67972,19,2023.0,51.0,0,0,2,134,2,2,1.00,67,67
67972,19,2023.0,52.0,0,0,2,134,2,2,1.00,67,67
67972,19,2024.0,3.0,0,0,2,167,2,2,1.00,83,83
67972,19,2024.0,4.0,27,1,4,236,4,49,0.08,59,4
67987,17,2023.0,48.0,9,0,1,100,1,14,0.07,100,7
67987,17,2023.0,49.0,1,0,2,200,2,7,0.29,100,28
67987,17,2023.0,50.0,0,0,1,100,1,2,0.50,100,50
67987,17,2023.0,51.0,0,0,2,167,2,3,0.67,83,55
67987,17,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
67987,17,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
67987,17,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
67987,17,2024.0,4.0,1,1,3,280,3,7,0.43,93,40
67987,17,2024.0,5.0,0,0,3,300,3,3,1.00,100,100
68001,18,2023.0,48.0,0,0,1,100,1,18,0.06,100,5
68001,18,2023.0,49.0,0,0,2,167,2,2,1.00,83,83
68001,18,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
68001,18,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
68001,18,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
68001,18,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
68001,18,2024.0,3.0,165,0,4,400,4,175,0.02,100,2
68001,18,2024.0,4.0,6,1,5,490,5,20,0.25,98,24
68001,18,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
68016,19,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
68016,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
68016,19,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
68016,19,2023.0,52.0,0,0,2,167,2,2,1.00,83,83
68016,19,2024.0,3.0,160,0,4,400,4,166,0.02,100,2
68016,19,2024.0,4.0,1,1,3,290,3,5,0.60,96,58
68016,19,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
68041,17,2023.0,48.0,0,0,0,0,0,1,0.00,0,0
68041,17,2023.0,52.0,9,0,1,33,1,12,0.08,33,2
68041,17,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
68041,17,2024.0,2.0,65,0,16,-7,4,94,0.04,-1,0
68041,17,2024.0,3.0,38,0,7,333,5,51,0.10,66,6
68041,17,2024.0,4.0,1,1,3,300,3,6,0.50,100,50
68041,17,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
68053,16,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
68053,16,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
68053,16,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
68053,16,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
68053,16,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
68053,16,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
68053,16,2024.0,3.0,336,0,2,200,2,354,0.01,100,0
68053,16,2024.0,4.0,1,1,5,490,5,13,0.38,98,37
68053,16,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
68059,17,2023.0,48.0,8,0,0,0,0,52,0.00,0,0
68059,17,2023.0,50.0,69,0,0,0,0,74,0.00,0,0
68059,17,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
68059,17,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
68059,17,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
68059,17,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
68059,17,2024.0,3.0,202,0,8,500,7,226,0.03,71,2
68059,17,2024.0,4.0,1,1,3,270,3,9,0.33,90,30
68059,17,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
68062,18,2023.0,48.0,0,0,1,100,1,3,0.33,100,33
68062,18,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
68062,18,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
68062,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
68062,18,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
68062,18,2024.0,3.0,76,0,12,400,4,92,0.04,100,4
68062,18,2024.0,4.0,2,1,3,280,3,8,0.38,93,35
68062,18,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
68068,17,2023.0,48.0,0,0,0,0,0,1,0.00,0,0
68068,17,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
68068,17,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
68068,17,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
68068,17,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
68068,17,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
68068,17,2024.0,3.0,0,0,2,167,2,8,0.25,83,20
68068,17,2024.0,4.0,0,0,4,400,4,20,0.20,100,20
68068,17,2024.0,5.0,158,1,3,280,3,165,0.02,93,1
68070,17,2023.0,48.0,123,0,3,-3,0,164,0.00,0,0
68070,17,2023.0,49.0,25,0,0,0,0,42,0.00,0,0
68070,17,2023.0,50.0,0,0,0,0,0,3,0.00,0,0
68070,17,2023.0,51.0,0,0,0,0,0,1,0.00,0,0
68070,17,2023.0,52.0,22,0,2,100,1,25,0.04,100,4
68070,17,2024.0,1.0,2,0,1,67,1,6,0.17,67,11
68070,17,2024.0,2.0,1,0,1,67,1,5,0.20,67,13
68070,17,2024.0,3.0,27,0,2,167,2,42,0.05,83,3
68070,17,2024.0,4.0,5,1,4,367,4,18,0.22,91,20
68070,17,2024.0,5.0,0,0,2,134,2,2,1.00,67,67
68098,17,2023.0,48.0,0,0,1,67,1,1,1.00,67,67
68098,17,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
68098,17,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
68098,17,2023.0,51.0,64,0,13,1201,13,78,0.17,92,15
68098,17,2023.0,52.0,1,0,2,200,2,7,0.29,100,28
68098,17,2024.0,2.0,90,0,5,67,5,97,0.05,13,0
68098,17,2024.0,3.0,1,0,2,200,2,28,0.07,100,7
68098,17,2024.0,4.0,1,1,5,500,5,11,0.45,100,45
68098,17,2024.0,5.0,0,0,1,100,1,4,0.25,100,25
68121,17,2023.0,48.0,15,0,0,0,0,22,0.00,0,0
68121,17,2023.0,50.0,0,0,1,67,1,1,1.00,67,67
68121,17,2023.0,51.0,0,0,1,67,1,1,1.00,67,67
68121,17,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
68121,17,2024.0,3.0,190,0,38,821,16,222,0.07,51,3
68121,17,2024.0,4.0,11,1,1,70,1,16,0.06,70,4
68121,17,2024.0,5.0,0,0,2,200,2,4,0.50,100,50
68147,18,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
68147,18,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
68147,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
68147,18,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
68147,18,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
68147,18,2024.0,3.0,174,0,3,300,3,187,0.02,100,1
68147,18,2024.0,4.0,2,1,4,400,4,14,0.29,100,28
68147,18,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
68291,18,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
68291,18,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
68291,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
68291,18,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
68291,18,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
68291,18,2024.0,2.0,0,0,1,100,1,3,0.33,100,33
68291,18,2024.0,3.0,0,0,1,100,1,1,1.00,100,100
